ligand_id,is_known_active,enopt_score,enopt_rank
CHEMBL611662,0,0.9060142040252686,84
CHEMBL17801,0,0.9060142040252686,85
CHEMBL3310255,0,0.9060142040252686,86
CHEMBL3309727,0,0.9060142040252686,87
CHEMBL3310123,0,0.9060142040252686,88
CHEMBL39024,0,0.9060142040252686,89
CHEMBL27357,0,0.9060142040252686,90
CHEMBL10385,0,0.9060142040252686,91
CHEMBL36808,0,0.9060142040252686,92
CHEMBL36601,0,0.9060142040252686,93
CHEMBL27705,0,0.9060142040252686,94
CHEMBL29162,0,0.9060142040252686,95
CHEMBL16501,0,0.9005458354949951,96
CHEMBL37367,0,0.8991590142250061,97
CHEMBL34494,0,0.8991590142250061,98
CHEMBL3310990,0,0.8991590142250061,99
CHEMBL26714,0,0.8991590142250061,100
CHEMBL7072,0,0.8991590142250061,101
CHEMBL8128,0,0.8991590142250061,102
CHEMBL8679,0,0.8991590142250061,103
CHEMBL13357,0,0.8925362229347229,104
CHEMBL1171716,0,0.8925362229347229,105
CHEMBL14091,0,0.8925362229347229,106
CHEMBL14375,0,0.8925362229347229,107
CHEMBL31311,0,0.8925362229347229,108
CHEMBL4435253,0,0.8925362229347229,109
CHEMBL26557,0,0.8873053789138794,110
CHEMBL18260,0,0.8873053789138794,111
CHEMBL28446,0,0.8873053789138794,112
CHEMBL35086,0,0.8869845271110535,113
CHEMBL35941,0,0.8869845271110535,114
CHEMBL23960,0,0.8869845271110535,115
CHEMBL8282,0,0.8869845271110535,116
CHEMBL16741,0,0.8869845271110535,117
CHEMBL4543308,0,0.8869845271110535,118
CHEMBL21573,0,0.8869845271110535,119
CHEMBL33678,0,0.8805433511734009,120
CHEMBL3311434,0,0.8805433511734009,121
CHEMBL22686,0,0.8805433511734009,122
CHEMBL25896,0,0.8771467804908752,123
CHEMBL590250,0,0.8751234412193298,124
CHEMBL4303145,0,0.8705716133117676,125
CHEMBL3311248,0,0.8705540299415588,126
CHEMBL31866,0,0.8668493032455444,127
CHEMBL40906,0,0.8617779016494751,128
CHEMBL43777,0,0.8613877296447754,129
CHEMBL22,0,0.8603182435035706,130
CHEMBL28046,0,0.8594869375228882,131
CHEMBL3310973,0,0.8565039038658142,132
CHEMBL4435551,0,0.8565039038658142,133
CHEMBL506162,0,0.8565039038658142,134
CHEMBL31715,0,0.8565039038658142,135
CHEMBL11415,0,0.8550331592559814,136
CHEMBL32021,0,0.8539481163024902,137
